desc,address,link,price,bedrooms,bathrooms,toilets,parking space,location,Estate,ppty_type
2 bedroom flat / apartment for rent,"Estate Behind Blenco Supermarket, Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/sangotedo/1729907-a-very-attractive-2-bedrooms-flat-with-exciting-features,2000000.0,2.0,3.0,3.0,2.0,Ajah,"Sangotedo, Supermarket,",flat 
2 bedroom flat / apartment for rent,"Estate Around The Turning After Blenco Supermarket, Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/sangotedo/1729922-a-well-finished-2-bedrooms-flat-with-fine-features,1300000.0,2.0,3.0,3.0,2.0,Ajah,"Sangotedo, Supermarket,",flat 
2 bedroom flat / apartment for rent,"Off Lekki Conservation Centre, Ikota, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikota/1783533-48units-of-flats-16units-of-3-bedrm-16units-of-2-bedrm16units-1bedr,3000000.0,2.0,2.0,3.0,2.0,Lekki,"Ikota, Centre,",flat 
3 bedroom flat / apartment for rent,"Bode Thomas, Surulere, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/surulere/bode-thomas/1661963-luxury-serviced-3-bedroom-apartment-with-a-bq-in-a-mini-estate,3500000.0,3.0,3.0,4.0,2.0,Surulere,"Thomas, Bode",flat 
3 bedroom flat / apartment for rent,"Off Mega Chicken, Ikota, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikota/1782531-well-maintained-3-bedroom-flat-with-bq,3000000.0,3.0,3.0,4.0,2.0,Lekki,"Ikota, Chicken,",flat 
2 bedroom flat / apartment for rent,"Blue Waters, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2241205-fully-furnished-2-bedroom-at-blue-waters,13000000.0,2.0,2.0,2.0,1.0,Lekki,"Waters, Blue",flat 
3 bedroom semi-detached bungalow for rent,"Abraham Adesanya Estate, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/houses/semi-detached-bungalows/lagos/ajah/1781762-3-bedroom-bungalow,2000000.0,3.0,3.0,3.0,3.0,Ajah,"Estate, Adesanya",semi-detached bungalow
2 bedroom flat / apartment for rent,"Fashina Street, Oyeyemi Off Ajuwon Akute Road, Ojodu Berger, Ojodu, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ojodu/ojodu-berger/1781001-executive-brand-new-2-bedrooms-flat,850000.0,2.0,2.0,3.0,1.0,Ojodu,"Berger, Ojodu",flat 
2 bedroom flat / apartment for rent,"Livingspring School Lekki-epe Expressway, Awoyaya, Ibeju Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki-ibeju/awoyaya/1758286-luxury-adorable-classic-2-bedroom-flat,750000.0,2.0,2.0,2.0,2.0,Lekki,"Ibeju Awoyaya,",flat 
3 bedroom flat / apartment for rent,"By Idiroko Estate, Maryland, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/maryland/1779490-newly-built-3-furnished-and-serviced-bedrooms-apartment-with-bq,12000000.0,3.0,3.0,4.0,2.0,Maryland,"Estate, Idiroko",flat 
2 bedroom flat / apartment for rent,"Blue Waters, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2241205-fully-furnished-2-bedroom-at-blue-waters,13000000.0,2.0,2.0,2.0,1.0,Lekki,"Waters, Blue",flat 
3 bedroom flat / apartment for rent,"Osapa London Estate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/1777883-luxury-3-bedrooms-fully-furnished-apartment,5000000.0,3.0,4.0,4.0,2.0,Lekki,"Estate, London",flat 
1 bedroom mini flat (room and parlour) for rent,"Unity Estate, Agric, Ikorodu, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/ikorodu/agric/1777321-luxury-mini-flat-with-self-prepaid-metre,350000.0,1.0,1.0,1.0,1.0,Ikorodu,"Agric, Estate,",mini flat
3 bedroom flat / apartment for rent,"Banana Island, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/banana-island/1776929-waterfront-3-bedroom-apartment-bq,22000000.0,3.0,3.0,4.0,3.0,Ikoyi,"Island, Banana",flat 
3 bedroom flat / apartment for rent,"Off Adeola Odeku Street, Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/victoria-island/1776902-7-units-of-tastefully-renovated-3-bedroom-apartment-with-bq,10000000.0,3.0,2.0,2.0,3.0,(VI),Island Victoria,flat 
2 bedroom house for rent,"End Of Admiralty Way, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/lagos/lekki/lekki-phase-1/1768503-modern-2-bedroom-apartment-fully-serviced,11000000.0,2.0,2.0,3.0,2.0,Lekki,"1, Phase",house 
2 bedroom flat / apartment for rent,"Chevron Conservation Estate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/1641925-newly-built-2-bedroom-fully-furnished-apartment-with-excellent-facility,5000000.0,2.0,3.0,3.0,1.0,Lekki,"Estate, Conservation",flat 
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate/1768221-spacious-well-maintained-2-bedroom-apartment,3500000.0,2.0,2.0,3.0,1.0,Lekki,,flat 
3 bedroom flat / apartment for rent,"Old Ikoyi, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/1767822-premium-3-bedroom-apartment-bq-gympool,9500000.0,3.0,3.0,4.0,2.0,Ikoyi,"Ikoyi, Old",flat 
2 bedroom flat / apartment for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/1767722-brand-new-luxury-2-bedroom-apartment,6000000.0,2.0,2.0,3.0,3.0,Lekki,"1, Phase",flat 
2 bedroom flat / apartment for rent,"End Of Admiralty Way, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/1766949-exclusive-2-bedrooms-apartment-with-bq,10000000.0,2.0,2.0,3.0,2.0,Lekki,"1, Phase",flat 
3 bedroom flat / apartment for rent,"Agungi, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/agungi/1761051-excellent-3-bedroom-apartment,3000000.0,3.0,3.0,4.0,1.0,Lekki,,flat 
2 bedroom flat / apartment for rent,"Livingspring School Lekki-epe Expressway, Awoyaya, Ibeju Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki-ibeju/awoyaya/1759086-fabulous-well-maintained-2-bedroom-apartment,750000.0,2.0,2.0,3.0,2.0,Lekki,"Ibeju Awoyaya,",flat 
2 bedroom flat / apartment for rent,"Orchid Road, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/1756753-beautiful-2-bedrooms-apartment-well-finished,3000000.0,2.0,1.0,2.0,2.0,Lekki,"Road, Orchid",flat 
4 bedroom house for rent,"Off Freedom Way, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/lagos/lekki/lekki-phase-1/1756599-secluded-4-bedroom-duplex-with-bq,8000000.0,4.0,4.0,4.0,2.0,Lekki,"1, Phase",house 
3 bedroom house for rent,"Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/lagos/lekki/lekki-phase-1/1754932-sleek-3-bedroom-penthouse-with-bq,10000000.0,3.0,3.0,4.0,2.0,Lekki,"1, Phase",house 
3 bedroom semi-detached bungalow for rent,"Peak Estate Phase, Oribanwa, Ibeju Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/semi-detached-bungalows/lagos/lekki-ibeju/oribanwa/1755389-3-bedroom-bungalow,1300000.0,3.0,3.0,4.0,3.0,Lekki,"Ibeju Oribanwa,",semi-detached bungalow
2 bedroom flat / apartment for rent,"Fashola Estate, Monastery Road By Shoprite, Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/sangotedo/1752557-newly-built-serviced-2-bedroom-apartment,1300000.0,2.0,2.0,3.0,2.0,Ajah,"Sangotedo, Shoprite,",flat 
3 bedroom house for rent,"Ikeja GRA, Ikeja, Lagos",https://nigeriapropertycentre.com//for-rent/houses/lagos/ikeja/gra/1747953-strategically-located-and-well-finished-6-unit-of-3-bedroom-flats,8000000.0,3.0,3.0,4.0,2.0,Ikeja,"GRA, Ikeja",house 
3 bedroom flat / apartment for rent,"Banana Island Estate, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/1747304-3-bedroom-apartment-bq-pool,14000000.0,3.0,3.0,4.0,2.0,Ikoyi,"Estate, Island",flat 
3 bedroom flat / apartment for rent,"Gbetu, Awoyaya, Ibeju Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki-ibeju/awoyaya/1662506-3-bedroom-flats-up-and-down,700000.0,3.0,3.0,4.0,1.0,Lekki,"Ibeju Awoyaya,",flat 
2 bedroom flat / apartment for rent,"Along Mobil Road, Ilaje, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/1746952-a-spacious-2-bedroom-apartment,1700000.0,2.0,2.0,3.0,3.0,Ajah,"Ilaje, Road,",flat 
3 bedroom flat / apartment for rent,"Residential Zone, Banana Island, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/banana-island/1743474-luxury-3-bedrooms-flat-with-1-bq,18000000.0,3.0,3.0,4.0,3.0,Ikoyi,"Island, Banana",flat 
2 bedroom flat / apartment for rent,"Parkview Estate, Parkview, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/parkview/1699570-luxury-2-bedrooms-apartment-pool,6000000.0,2.0,1.0,1.0,2.0,Ikoyi,"Parkview, Estate,",flat 
2 bedroom flat / apartment for rent,"Blue Waters, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2241205-fully-furnished-2-bedroom-at-blue-waters,13000000.0,2.0,2.0,2.0,1.0,Lekki,"Waters, Blue",flat 
2 bedroom house for rent,"By Elevation Church Saleem, Ilasan, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/lagos/lekki/ilasan/1737752-2-bedroom-flat-penthouse,3500000.0,2.0,2.0,3.0,3.0,Lekki,"Ilasan, Saleem,",house 
3 bedroom terraced duplex for rent,"Ologolo, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/lekki/ologolo/1737298-serviced-fully-furnished-3-bedroom-terrace,8000000.0,3.0,3.0,4.0,3.0,Lekki,,terraced duplex
3 bedroom flat / apartment for rent,"Old Ikoyi, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/1602230-well-priced-3-bedroom-apartment-bqpool-etc,10000000.0,3.0,3.0,4.0,2.0,Ikoyi,"Ikoyi, Old",flat 
1 bedroom mini flat (room and parlour) for rent,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/2150753-fully-furnished-one-bedroom-apartment,5500000.0,1.0,1.0,1.0,1.0,Lekki,"1, Phase",mini flat
3 bedroom flat / apartment for rent,"Banana Island, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/banana-island/1639085-luxury-3-bedroom-apartment-bqgympool,14500000.0,3.0,2.0,3.0,2.0,Ikoyi,"Island, Banana",flat 
3 bedroom flat / apartment for rent,"Old Ikoyi, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/1669854-furnished-3-bedroom-apartment-bq-gym-pool-etc,25000000.0,3.0,3.0,4.0,2.0,Ikoyi,"Ikoyi, Old",flat 
1 bedroom mini flat (room and parlour) for rent,"Ifako, Gbagada, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/gbagada/ifako-gbagada/1731862-lovely-mini-flat,850000.0,1.0,2.0,2.0,2.0,Gbagada,,mini flat
2 bedroom flat / apartment for rent,"Banana Island Estate, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/1689543-new-2-bedroom-apartment-pool-gym,15500000.0,2.0,2.0,3.0,2.0,Ikoyi,"Estate, Island",flat 
2 bedroom house for rent,"By Admiralty Way, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/houses/lagos/lekki/lekki-phase-1/1731190-2-bedroom-maisonette,7500000.0,2.0,2.0,3.0,2.0,Lekki,"1, Phase",house 
3 bedroom flat / apartment for rent,"Old Ikoyi, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/1730494-luxury-3-bedroom-apartment-bqgym-pool,18000000.0,3.0,3.0,4.0,2.0,Ikoyi,"Ikoyi, Old",flat 
3 bedroom flat / apartment for rent,"Lekki Scheme 2 Estate, Off Abraham Adesanya Traffic Light, Okun-Ajah, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/okun-ajah/1730359-a-fine-3-bedrooms-flat-with-nice-features,1500000.0,3.0,3.0,4.0,2.0,Ajah,"Okun-Ajah, Light,",flat 
2 bedroom flat / apartment for rent,"Estate Around The Turning After Blenco Supermarket, Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/sangotedo/1729925-a-cute-2-bedrooms-flat-with-clean-features,1500000.0,2.0,3.0,3.0,2.0,Ajah,"Sangotedo, Supermarket,",flat 
2 bedroom terraced duplex for rent,"GRA Phase 2, Magodo, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/magodo/gra-phase-2/1728677-brand-new-2-bedroom-terrace-duplex,4000000.0,2.0,3.0,3.0,3.0,Magodo,"2, Phase",terraced duplex
3 bedroom flat / apartment for rent,"3rd Floor 1004 Estate With Elevator And 24 Hours Power, Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/victoria-island/1695315-luxury-fully-furnished-3-bedroom-flat,9000000.0,3.0,3.0,4.0,2.0,(VI),Island Victoria,flat 
2 bedroom flat / apartment for rent,"Bluewaters, Sapphire Tower, Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/victoria-island/1722052-fully-furnished-apartment,18000000.0,2.0,2.0,2.0,2.0,(VI),Island Victoria,flat 
3 bedroom flat / apartment for rent,"Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-1/1721563-3-bedroom-flat,6000000.0,3.0,3.0,4.0,2.0,Lekki,"1, Phase",flat 
3 bedroom flat / apartment for rent,"Orchid Road Eleganza Bustop, Lekki Phase 2, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/lekki-phase-2/1720318-a-sharp-3-bedroom-flat-with-a-store-room,3000000.0,3.0,3.0,4.0,2.0,Lekki,"2, Phase",flat 
1 bedroom mini flat (room and parlour) for rent,"Urban Shelter, Abraham Adesanya Housing Estate, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/ajah/1720010-mini-flat,1500000.0,1.0,1.0,2.0,3.0,Ajah,"Estate, Housing",mini flat
3 bedroom flat / apartment for rent,"Off Ligali Ayorinde, Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/victoria-island/1717214-fully-furnished-3-bedroom-spacious-apartment-available,10000000.0,3.0,3.0,4.0,3.0,(VI),Island Victoria,flat 
3 bedroom flat / apartment for rent,"Sunshine Estate, Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/1715837-exotic-3-bedroom-apartment,2100000.0,3.0,3.0,4.0,2.0,Ajah,"Sangotedo, Estate,",flat 
3 bedroom flat / apartment for rent,"Sunshine Estate, Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/1715832-spacious-3-bedrooms-self-service-apartment,1500000.0,3.0,3.0,4.0,2.0,Ajah,"Sangotedo, Estate,",flat 
1 bedroom mini flat (room and parlour) for rent,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/2150753-fully-furnished-one-bedroom-apartment,5500000.0,1.0,1.0,1.0,1.0,Lekki,"1, Phase",mini flat
3 bedroom flat / apartment for rent,"Osborne 2 Foreshore Estate, Osborne, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/osborne/1713729-furnished-3-bedroom-apartment-bq,15000000.0,3.0,3.0,4.0,2.0,Ikoyi,"Osborne, Estate,",flat 
2 bedroom flat / apartment for rent,"Gbagada, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/gbagada/1713001-newly-built-of-2-bedroom,2000000.0,2.0,3.0,3.0,2.0,Gbagada,,flat 
1 bedroom mini flat (room and parlour) for rent,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/2150753-fully-furnished-one-bedroom-apartment,5500000.0,1.0,1.0,1.0,1.0,Lekki,"1, Phase",mini flat
3 bedroom terraced duplex for rent,"Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/ikoyi/1706271-spacious-3-bedroom-maisonnette-with-a-room-bq,17000000.0,3.0,3.0,4.0,2.0,Ikoyi,,terraced duplex
3 bedroom flat / apartment for rent,"Ikate Elegushi, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate-elegushi/1695355-a-supper-luxury-3-bedroom-fully-serviced-apartment,5000000.0,3.0,3.0,4.0,2.0,Lekki,"Elegushi, Ikate",flat 
3 bedroom flat / apartment for rent,"Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/1705140-3-bedroom-apartment,15000000.0,3.0,3.0,4.0,2.0,Ikoyi,,flat 
1 bedroom flat / apartment for rent,"Orchid, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/1701094-newly-built-1-bedroom-fully-furnished-in-stunning-atlantic-ocean-front,5000000.0,1.0,2.0,2.0,2.0,Lekki,,flat 
2 bedroom flat / apartment for rent,"Alagbole, Ojodu Berger, Ojodu, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ojodu/ojodu-berger/1686070-executive-2-bedroom-flat,850000.0,2.0,2.0,3.0,2.0,Ojodu,"Berger, Ojodu",flat 
2 bedroom semi-detached bungalow for rent,"Abraham Adesanya Estate, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/houses/semi-detached-bungalows/lagos/ajah/1700236-2-bedroom-bungalow,2000000.0,2.0,2.0,3.0,3.0,Ajah,"Estate, Adesanya",semi-detached bungalow
3 bedroom flat / apartment for rent,"Idado, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/idado/1687515-a-super-clean-3-bedrooms-apartment-upstair,3500000.0,3.0,3.0,4.0,2.0,Lekki,,flat 
3 bedroom flat / apartment for rent,"Old Ikoyi, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/1368832-premium-3-bedrooms-apartment-bq-gym-tennis,13500000.0,3.0,3.0,4.0,2.0,Ikoyi,"Ikoyi, Old",flat 
4 bedroom semi-detached duplex for rent,"Banana Island Estate, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/houses/semi-detached-duplexes/lagos/ikoyi/1391362-luxury-4-bedrooms-terraced-house-garage-pool-gym-garden,24999000.0,4.0,3.0,4.0,3.0,Ikoyi,"Estate, Island",semi-detached duplex
3 bedroom flat / apartment for rent,"Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/victoria-island/1391410-ultra-luxury-waterfront-3-bedroom-apartment-bqloungepoolsauna,5000000.0,3.0,3.0,4.0,2.0,(VI),Island Victoria,flat 
3 bedroom flat / apartment for rent,"Banana Island, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/banana-island/1434700-newly-built-apartment-2-living-areas-bq-elevator-pool,17000000.0,3.0,3.0,4.0,2.0,Ikoyi,"Island, Banana",flat 
3 bedroom flat / apartment for rent,"Central Ikoyi, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/1462795-furnished-3-bedroom-apartment-bq-pool-gym-elevator,16500000.0,3.0,3.0,4.0,2.0,Ikoyi,"Ikoyi, Central",flat 
3 bedroom flat / apartment for rent,"Off Idowu Martins Street Victoria Island, Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/victoria-island/1467642-new-3-bedroom-apartment-study-bq-pool-in-city-center,20000000.0,3.0,3.0,4.0,2.0,(VI),Island Victoria,flat 
3 bedroom flat / apartment for rent,"Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/1467893-luxury-waterfront-3-bedrooms-apartment-bq-gym-jetty-pool,14000000.0,3.0,3.0,4.0,2.0,Ikoyi,,flat 
3 bedroom terraced duplex for rent,"Old Ikoyi, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/ikoyi/old-ikoyi/1510324-luxury-3-bed-maisonette-on-2-floors-with-bq-pool-elevator-gym,12000000.0,3.0,3.0,4.0,2.0,Ikoyi,"Ikoyi, Old",terraced duplex
3 bedroom flat / apartment for rent,"Old Ikoyi, Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/old-ikoyi/1603831-strategically-located-3-bedroom-apartment-pool-gym-garden,10000000.0,3.0,3.0,4.0,2.0,Ikoyi,"Ikoyi, Old",flat 
3 bedroom flat / apartment for rent,"Ikoyi, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ikoyi/1661739-luxuriously-finished-and-fully-serviced-3-bedroom-flat-with-bq,15000000.0,3.0,3.0,4.0,2.0,Ikoyi,,flat 
3 bedroom house for rent,"Victoria Island (VI), Lagos",https://nigeriapropertycentre.com//for-rent/houses/lagos/victoria-island/1691092-4-unit-3-bedroom-duplex,8500000.0,3.0,3.0,4.0,3.0,(VI),Island Victoria,house 
2 bedroom flat / apartment for rent,"Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/sangotedo/1689535-self-serviced-2-bedroom-flat,1200000.0,2.0,2.0,2.0,2.0,Ajah,,flat 
1 bedroom mini flat (room and parlour) for rent,"Off Admiralty, Lekki Phase 1, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/lekki/lekki-phase-1/2150753-fully-furnished-one-bedroom-apartment,5500000.0,1.0,1.0,1.0,1.0,Lekki,"1, Phase",mini flat
4 bedroom flat / apartment for rent,"Hopeville Estate, Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/1633739-3-bedroom-luxury-flat-with-a-maids-room,1800000.0,4.0,3.0,4.0,2.0,Ajah,"Sangotedo, Estate,",flat 
2 bedroom flat / apartment for rent,"Mejak, Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/ajah/1687877-luxury-2-bedroom-apartment-with-excellent-facilities,1200000.0,2.0,2.0,3.0,2.0,Ajah,"Sangotedo, Mejak,",flat 
3 bedroom house for rent,"Ojodu Berger, Ojodu, Lagos",https://nigeriapropertycentre.com//for-rent/houses/lagos/ojodu/ojodu-berger/1686317-newly-built-3-bedroom-terrace-duplex-with-self-compound,3500000.0,3.0,4.0,4.0,2.0,Ojodu,"Berger, Ojodu",house 
2 bedroom flat / apartment for rent,"Blue Waters, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2241205-fully-furnished-2-bedroom-at-blue-waters,13000000.0,2.0,2.0,2.0,1.0,Lekki,"Waters, Blue",flat 
3 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate/1644965-furnished-3-bedroom-flat-within-a-secured-neighborhood,6000000.0,3.0,4.0,4.0,2.0,Lekki,,flat 
3 bedroom flat / apartment for rent,"Lekki Horizon, Nike Art Gallery, Ikate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate/1672647-a-luxury-newly-built-3-bedroom-fully-serviced-apartment-with-pool,5500000.0,3.0,3.0,4.0,2.0,Lekki,"Ikate, Gallery,",flat 
2 bedroom flat / apartment for rent,"Orchid Road, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/1672789-luxury-2-bedroom-apartment-with-excellent,3000000.0,2.0,2.0,3.0,2.0,Lekki,"Road, Orchid",flat 
2 bedroom flat / apartment for rent,"Orchid Road, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/1672787-luxury-2-bedroom-apartment-with-excellent-facilities,3000000.0,2.0,2.0,3.0,2.0,Lekki,"Road, Orchid",flat 
2 bedroom flat / apartment for rent,"Blue Waters, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/2241205-fully-furnished-2-bedroom-at-blue-waters,13000000.0,2.0,2.0,2.0,1.0,Lekki,"Waters, Blue",flat 
2 bedroom flat / apartment for rent,"Ikate, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/ikate/1670284-luxury-2-bedroom-furnished-apartments-with-excellent-facilities,5000000.0,2.0,2.0,3.0,2.0,Lekki,,flat 
3 bedroom terraced duplex for rent,"Grenadine Estate, Off Monastery Road, Sangotedo, Ajah, Lagos",https://nigeriapropertycentre.com//for-rent/houses/terraced-duplexes/lagos/ajah/sangotedo/1664869-3-bedroom-terrace-duplex-with-a-room-bq,2500000.0,3.0,3.0,4.0,2.0,Ajah,"Sangotedo, Road,",terraced duplex
2 bedroom flat / apartment for rent,"Jakande, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/1664550-2-bedroom-flat-upstairs,2000000.0,2.0,2.0,3.0,2.0,Lekki,,flat 
1 bedroom mini flat (room and parlour) for rent,"Bariga, Shomolu, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/mini-flats/lagos/shomolu/bariga/1664338-newly-built-of-miniflat,850000.0,1.0,2.0,2.0,2.0,Shomolu,,mini flat
2 bedroom flat / apartment for rent,"Ajifoluke Avenue, Jakande, Lekki, Lagos",https://nigeriapropertycentre.com//for-rent/flats-apartments/lagos/lekki/jakande/1663012-ocean-view-fully-furnished-2-bedroom-apartment,6000000.0,2.0,2.0,3.0,1.0,Lekki,"Jakande, Avenue,",flat 
